0,0,0
0,0,0
3,0,0
6,0,0
10,0,0
13,0,0
17,0,0
20,0,0
24,0,1
27,0,1
30,0,1
33,0,1
36,0,2
39,0,2
42,0,2
45,0,2
48,0,2
51,0,2
54,0,2
57,0,2
60,0,3
63,0,3
66,0,3
69,0,3
72,0,4
75,0,4
78,0,4
81,0,4
84,0,4
85,0,5
86,0,6
87,0,7
88,0,9
90,0,9
92,0,10
94,0,11
96,0,12
97,0,13
98,0,14
99,0,15
100,0,17
102,0,17
104,0,18
106,0,18
108,0,19
109,0,20
110,0,22
111,0,23
112,0,25
114,0,25
116,0,26
118,0,26
120,0,27
121,0,28
122,0,29
123,0,30
124,0,32
126,0,32
128,0,33
130,0,33
132,0,34
133,0,35
134,0,36
135,0,37
136,0,39
138,1,39
140,2,40
142,3,40
144,4,41
145,4,42
146,4,43
147,4,44
148,4,46
150,4,46
152,4,47
154,4,48
156,4,49
157,4,50
158,4,51
159,4,52
160,4,54
162,5,54
164,6,53
166,7,53
168,8,52
169,8,54
170,8,56
171,8,58
172,8,60
174,8,60
176,8,61
178,8,62
180,8,63
181,8,64
182,8,65
183,8,66
184,8,68
185,8,69
186,8,70
187,8,71
188,8,73
189,8,74
190,8,75
191,8,76
192,8,77
193,8,78
194,8,79
195,8,80
196,8,82
198,9,82
200,10,83
202,11,83
204,12,84
205,12,85
206,12,86
207,12,87
208,12,89
209,12,90
210,12,91
211,12,92
212,12,94
213,12,95
214,12,96
215,12,97
216,12,98
217,12,99
218,12,100
219,12,101
220,12,103
222,12,103
224,12,104
226,12,105
228,12,106
229,13,107
230,14,108
231,15,109
232,16,110
233,16,111
234,16,112
235,16,113
236,16,115
237,16,116
238,16,117
239,16,118
240,16,119
241,16,120
242,16,121
243,16,122
244,16,124
246,16,124
248,16,125
250,16,125
252,16,126
252,17,127
252,18,129
252,19,131
252,20,133
252,20,134
252,20,136
252,20,138
252,20,140
252,21,141
252,22,143
252,23,144
252,24,146
252,24,147
252,24,149
252,24,151
252,24,153
252,25,154
252,26,156
252,27,157
252,28,159
252,30,160
252,32,161
252,34,162
252,36,164
252,38,165
252,40,166
252,42,167
252,44,169
252,46,170
252,48,172
252,50,173
252,52,175
252,54,176
252,56,177
252,58,178
252,60,180
252,61,181
252,62,183
252,63,184
252,64,186
252,66,187
252,68,188
252,70,189
252,72,191
252,74,192
252,76,193
252,78,194
252,80,196
252,82,197
252,84,199
252,86,200
252,88,202
252,90,203
252,92,204
252,94,205
252,96,207
252,98,208
252,100,209
252,102,210
252,104,212
252,107,213
252,110,214
252,113,215
252,116,217
252,119,218
252,122,219
252,125,220
252,128,221
252,131,222
252,134,223
252,137,224
252,140,226
252,143,227
252,146,228
252,149,229
252,152,230
252,155,231
252,158,232
252,161,233
252,164,235
252,167,236
252,170,237
252,173,238
252,176,239
252,180,240
252,184,241
252,188,242
252,192,243
252,197,243
252,202,244
252,207,245
252,212,246
252,217,246
252,222,247
252,227,248
252,232,249
252,237,249
252,242,250
252,247,251
252,252,252
252,252,252
253,253,253
254,254,254
